"uuid","lat","lon","depth","time","name","provider"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372189","-110.278797","18.0","2019-04-17T22:02:30","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372208","-110.278857","18.0","2019-04-17T22:02:32","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372232","-110.278949","18.0","2019-04-17T22:02:35","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372241","-110.278981","18.0","2019-04-17T22:02:36","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372261","-110.279042","18.0","2019-04-17T22:02:38","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372289","-110.279135","17.9","2019-04-17T22:02:41","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372308","-110.279198","18.0","2019-04-17T22:02:43","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372324","-110.27926","18.0","2019-04-17T22:02:45","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372339","-110.279323","18.0","2019-04-17T22:02:47","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372354","-110.279384","17.9","2019-04-17T22:02:49","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372371","-110.279477","18.0","2019-04-17T22:02:52","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372375","-110.279539","17.9","2019-04-17T22:02:54","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372381","-110.2796","17.9","2019-04-17T22:02:56","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372386","-110.279662","18.0","2019-04-17T22:02:58","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372397","-110.279724","17.9","2019-04-17T22:03:00","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372423","-110.279813","17.9","2019-04-17T22:03:03","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372444","-110.279868","17.8","2019-04-17T22:03:05","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372463","-110.279927","17.9","2019-04-17T22:03:07","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372481","-110.279984","17.9","2019-04-17T22:03:09","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372497","-110.280041","17.9","2019-04-17T22:03:11","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372514","-110.280097","17.8","2019-04-17T22:03:13","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372538","-110.280183","17.8","2019-04-17T22:03:16","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372552","-110.28024","17.8","2019-04-17T22:03:18","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372567","-110.280296","17.7","2019-04-17T22:03:20","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372583","-110.280356","17.7","2019-04-17T22:03:22","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372602","-110.280413","17.7","2019-04-17T22:03:24","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372623","-110.280501","17.7","2019-04-17T22:03:27","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.372638","-110.280561","17.7","2019-04-17T22:03:29","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216927","-110.077478","22.8","2019-04-17T18:42:42","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216928","-110.077525","22.7","2019-04-17T18:42:44","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21693","-110.077592","22.7","2019-04-17T18:42:46","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216932","-110.077637","22.7","2019-04-17T18:42:49","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216932","-110.07768","22.6","2019-04-17T18:42:51","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216933","-110.077728","22.7","2019-04-17T18:42:52","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216933","-110.077775","22.6","2019-04-17T18:42:55","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216933","-110.077845","22.6","2019-04-17T18:42:57","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216935","-110.077892","22.6","2019-04-17T18:43:00","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216937","-110.077938","22.6","2019-04-17T18:43:02","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216938","-110.077985","22.6","2019-04-17T18:43:04","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21694","-110.078033","22.6","2019-04-17T18:43:06","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216942","-110.078082","22.6","2019-04-17T18:43:08","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216945","-110.078153","22.6","2019-04-17T18:43:10","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216947","-110.078198","22.6","2019-04-17T18:43:12","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216948","-110.078243","22.5","2019-04-17T18:43:15","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216952","-110.07829","22.5","2019-04-17T18:43:17","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216953","-110.078335","22.6","2019-04-17T18:43:19","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216957","-110.07838","22.5","2019-04-17T18:43:21","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216957","-110.078423","22.5","2019-04-17T18:43:23","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21696","-110.078487","22.5","2019-04-17T18:43:26","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216962","-110.07853","22.4","2019-04-17T18:43:27","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216963","-110.078573","22.5","2019-04-17T18:43:30","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216963","-110.078618","22.5","2019-04-17T18:43:32","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216963","-110.078662","22.4","2019-04-17T18:43:34","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216963","-110.078727","22.4","2019-04-17T18:43:36","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216963","-110.07877","22.4","2019-04-17T18:43:38","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216965","-110.078815","22.3","2019-04-17T18:43:41","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216963","-110.078858","22.3","2019-04-17T18:43:42","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216962","-110.078903","22.3","2019-04-17T18:43:45","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216958","-110.078947","22.3","2019-04-17T18:43:47","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216955","-110.079012","22.3","2019-04-17T18:43:49","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216952","-110.079055","22.2","2019-04-17T18:43:52","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216947","-110.0791","22.2","2019-04-17T18:43:54","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216942","-110.079145","22.2","2019-04-17T18:43:56","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216937","-110.07919","22.2","2019-04-17T18:43:57","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216932","-110.079235","22.2","2019-04-17T18:44:00","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216925","-110.079302","22.2","2019-04-17T18:44:02","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21692","-110.079348","22.0","2019-04-17T18:44:05","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216913","-110.079393","22.0","2019-04-17T18:44:07","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216908","-110.079442","22.0","2019-04-17T18:44:09","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216903","-110.079488","22.0","2019-04-17T18:44:11","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216898","-110.079535","21.9","2019-04-17T18:44:13","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216893","-110.079607","21.9","2019-04-17T18:44:15","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21689","-110.079655","21.9","2019-04-17T18:44:17","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216887","-110.079705","21.9","2019-04-17T18:44:20","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216885","-110.079753","21.9","2019-04-17T18:44:22","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216883","-110.0798","21.7","2019-04-17T18:44:24","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216882","-110.07987","21.7","2019-04-17T18:44:26","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21688","-110.079918","21.7","2019-04-17T18:44:29","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21688","-110.079967","21.7","2019-04-17T18:44:31","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216878","-110.080015","21.7","2019-04-17T18:44:32","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216878","-110.080062","21.6","2019-04-17T18:44:35","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216877","-110.080108","21.6","2019-04-17T18:44:37","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216877","-110.08018","21.6","2019-04-17T18:44:39","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216878","-110.080228","21.6","2019-04-17T18:44:42","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216878","-110.080277","21.6","2019-04-17T18:44:44","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216878","-110.080323","21.4","2019-04-17T18:44:46","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21688","-110.080372","21.4","2019-04-17T18:44:48","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216882","-110.080442","21.4","2019-04-17T18:44:50","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216883","-110.080488","21.4","2019-04-17T18:44:52","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216885","-110.080535","21.3","2019-04-17T18:44:55","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216885","-110.08058","21.3","2019-04-17T18:44:57","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216887","-110.080625","21.3","2019-04-17T18:44:59","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216888","-110.080668","21.3","2019-04-17T18:45:01","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21689","-110.080735","21.1","2019-04-17T18:45:03","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21689","-110.080778","21.1","2019-04-17T18:45:06","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21689","-110.080823","21.0","2019-04-17T18:45:07","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216888","-110.080868","21.0","2019-04-17T18:45:10","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216888","-110.080912","21.0","2019-04-17T18:45:12","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216887","-110.080957","20.8","2019-04-17T18:45:14","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216885","-110.081025","20.7","2019-04-17T18:45:16","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216883","-110.081072","20.7","2019-04-17T18:45:19","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216882","-110.081118","20.7","2019-04-17T18:45:21","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21688","-110.081165","20.5","2019-04-17T18:45:22","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216877","-110.08121","20.5","2019-04-17T18:45:25","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216873","-110.081257","20.4","2019-04-17T18:45:27","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21687","-110.081327","20.4","2019-04-17T18:45:29","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216867","-110.081372","20.2","2019-04-17T18:45:32","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216863","-110.081418","20.1","2019-04-17T18:45:34","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216862","-110.081463","20.1","2019-04-17T18:45:36","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.081508","19.9","2019-04-17T18:45:38","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216857","-110.081553","19.8","2019-04-17T18:45:40","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216852","-110.081622","19.8","2019-04-17T18:45:42","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21685","-110.081667","19.6","2019-04-17T18:45:45","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216847","-110.081712","19.6","2019-04-17T18:45:47","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216847","-110.081757","19.5","2019-04-17T18:45:49","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216845","-110.081803","19.5","2019-04-17T18:45:51","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216845","-110.081875","19.4","2019-04-17T18:45:53","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216845","-110.081922","19.3","2019-04-17T18:45:55","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216847","-110.081968","19.3","2019-04-17T18:45:57","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216847","-110.082013","19.3","2019-04-17T18:46:00","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216848","-110.082058","19.3","2019-04-17T18:46:02","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21685","-110.082105","19.3","2019-04-17T18:46:04","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216853","-110.082175","19.2","2019-04-17T18:46:06","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216853","-110.08222","19.2","2019-04-17T18:46:09","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216855","-110.082263","19.3","2019-04-17T18:46:11","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216857","-110.082307","19.2","2019-04-17T18:46:12","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.08235","19.2","2019-04-17T18:46:15","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.082393","19.2","2019-04-17T18:46:17","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.08246","19.2","2019-04-17T18:46:20","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.082503","19.1","2019-04-17T18:46:22","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.082547","19.0","2019-04-17T18:46:24","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.082592","19.0","2019-04-17T18:46:26","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.082637","19.0","2019-04-17T18:46:28","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.082703","19.0","2019-04-17T18:46:30","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.08275","19.0","2019-04-17T18:46:32","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.082795","19.0","2019-04-17T18:46:35","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.082842","19.0","2019-04-17T18:46:37","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.08289","19.0","2019-04-17T18:46:39","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216858","-110.082937","19.1","2019-04-17T18:46:41","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.083008","19.2","2019-04-17T18:46:43","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21686","-110.083053","19.2","2019-04-17T18:46:46","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216862","-110.0831","19.1","2019-04-17T18:46:47","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216863","-110.083145","19.0","2019-04-17T18:46:50","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216865","-110.08319","19.2","2019-04-17T18:46:52","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216865","-110.083258","19.1","2019-04-17T18:46:54","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216867","-110.083303","19.2","2019-04-17T18:46:57","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216867","-110.083348","19.2","2019-04-17T18:46:59","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216868","-110.083395","19.0","2019-04-17T18:47:01","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21687","-110.08344","19.2","2019-04-17T18:47:02","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216873","-110.083487","19.1","2019-04-17T18:47:05","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216877","-110.083555","19.1","2019-04-17T18:47:07","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216878","-110.083602","19.0","2019-04-17T18:47:10","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21688","-110.083647","19.1","2019-04-17T18:47:12","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216883","-110.083693","19.2","2019-04-17T18:47:14","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216885","-110.08374","19.1","2019-04-17T18:47:16","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216888","-110.083787","19.2","2019-04-17T18:47:18","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216892","-110.083857","19.0","2019-04-17T18:47:20","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216895","-110.083903","19.1","2019-04-17T18:47:22","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216902","-110.083948","19.2","2019-04-17T18:47:25","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216917","-110.083987","19.2","2019-04-17T18:47:27","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216937","-110.084015","19.3","2019-04-17T18:47:29","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216968","-110.084037","19.5","2019-04-17T18:47:31","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.216987","-110.084042","19.5","2019-04-17T18:47:33","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217002","-110.084038","19.6","2019-04-17T18:47:36","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217018","-110.084027","19.6","2019-04-17T18:47:37","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217028","-110.084012","19.6","2019-04-17T18:47:40","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217035","-110.083993","19.6","2019-04-17T18:47:42","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217038","-110.083968","19.8","2019-04-17T18:47:44","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217047","-110.08393","19.7","2019-04-17T18:47:46","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217055","-110.083902","19.8","2019-04-17T18:47:49","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217067","-110.083875","19.8","2019-04-17T18:47:51","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21708","-110.08385","19.8","2019-04-17T18:47:52","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217095","-110.083828","19.9","2019-04-17T18:47:55","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217113","-110.083808","20.0","2019-04-17T18:47:57","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21714","-110.083782","20.1","2019-04-17T18:47:59","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217158","-110.083763","20.1","2019-04-17T18:48:02","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217177","-110.083747","20.2","2019-04-17T18:48:04","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217195","-110.083732","20.2","2019-04-17T18:48:06","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217213","-110.083717","20.2","2019-04-17T18:48:08","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21724","-110.083693","20.4","2019-04-17T18:48:10","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217258","-110.083678","20.4","2019-04-17T18:48:12","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217277","-110.08366","20.4","2019-04-17T18:48:15","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217295","-110.083643","20.5","2019-04-17T18:48:17","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217313","-110.083623","20.5","2019-04-17T18:48:19","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217332","-110.083602","20.7","2019-04-17T18:48:21","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.21736","-110.083567","20.7","2019-04-17T18:48:23","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217378","-110.083542","20.8","2019-04-17T18:48:26","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217397","-110.083515","20.8","2019-04-17T18:48:27","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217418","-110.083488","20.9","2019-04-17T18:48:30","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217438","-110.083462","21.0","2019-04-17T18:48:32","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217462","-110.083435","21.0","2019-04-17T18:48:34","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217497","-110.083395","21.0","2019-04-17T18:48:37","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217522","-110.08337","21.2","2019-04-17T18:48:39","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217548","-110.083347","21.1","2019-04-17T18:48:41","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217577","-110.083325","21.2","2019-04-17T18:48:42","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217605","-110.083303","21.4","2019-04-17T18:48:45","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217652","-110.083272","21.4","2019-04-17T18:48:47","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217682","-110.083253","21.6","2019-04-17T18:48:50","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217713","-110.083235","21.6","2019-04-17T18:48:52","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217743","-110.083217","21.7","2019-04-17T18:48:54","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217775","-110.0832","21.7","2019-04-17T18:48:56","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217805","-110.083182","21.9","2019-04-17T18:48:58","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217852","-110.083157","22.0","2019-04-17T18:49:00","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217882","-110.083138","22.2","2019-04-17T18:49:02","Tenacity","Rose Point"
"20263cbb7bfbc0c06a8f7013a83b2ba0","24.217913","-110.08312","22.2","2019-04-17T18:49:05","Tenacity","Rose Point"
